Date,Open,High,Low,Close,Adj Close,Volume
2024-09-30,63184.33984375,63543.359375,62783.10546875,63394.83984375,63394.83984375,50029917.43055555
2024-09-30,60309.0,61664.06640625,59218.25390625,61649.6796875,61649.6796875,142328829.4826389
2024-09-30,60000.7265625,60381.91796875,58696.30859375,59182.8359375,59182.8359375,62920003.010416664
2024-09-30,63396.8046875,63993.421875,62440.7265625,63648.7109375,63648.7109375,70081072.22916667
2024-09-30,63643.1015625,64733.55859375,62628.078125,63329.80078125,63329.80078125,109028768.83680555
2024-10-31,63335.60546875,64110.98046875,60189.27734375,60837.0078125,60837.0078125,174378206.5972222
2024-10-31,62444.6171875,63448.78515625,62443.26953125,63193.0234375,63193.0234375,58139273.909722224
2024-10-31,62848.3984375,66482.4921875,62442.15234375,66046.125,66046.125,151760271.0277778
2024-10-31,60275.4609375,63400.87109375,60046.125,62445.08984375,62445.08984375,105302574.97916667
2024-10-31,60754.625,62465.9921875,60459.94140625,62067.4765625,62067.4765625,102727335.11458333
2024-10-31,60836.32421875,62357.6875,59996.94921875,60632.78515625,60632.78515625,141537230.5486111
2024-10-31,66050.3671875,67881.6796875,64809.1953125,67041.109375,67041.109375,169666218.3298611
2024-10-31,67042.4609375,68375.2890625,66758.7265625,67612.71875,67612.71875,132622185.88194445
2024-10-31,60581.9296875,61236.72265625,58895.20703125,60274.5,60274.5,105738936.00694445
2024-10-31,63192.9453125,63272.65234375,62035.63671875,62851.375,62851.375,63116422.534722224
2024-10-31,60632.484375,61469.0390625,59878.8046875,60759.40234375,60759.40234375,125369608.6076389
2024-10-31,69910.046875,73577.2109375,69729.9140625,72720.4921875,72720.4921875,203270397.22916666
2024-10-31,67419.109375,68969.75,67177.8203125,68418.7890625,68418.7890625,127976267.40972222
2024-10-31,68418.9765625,68668.0078125,68024.640625,68362.734375,68362.734375,50151034.402777776
2024-10-31,72715.3671875,72905.296875,71411.734375,72339.5390625,72339.5390625,141134159.13541666
2024-10-31,69002.0,69462.734375,66829.8515625,67367.8515625,67367.8515625,130203513.125
2024-10-31,67360.703125,67801.578125,66581.3671875,67361.40625,67361.40625,110446085.2986111
2024-10-31,67362.375,67402.7421875,65188.03515625,66432.1953125,66432.1953125,112027709.55902778
2024-10-31,62067.609375,62371.0234375,61689.58203125,62089.94921875,62089.94921875,46199342.878472224
2024-10-31,68165.296875,68722.15625,65521.79296875,66642.4140625,66642.4140625,143993001.0625
2024-10-31,66628.734375,67317.921875,66360.59375,67014.6953125,67014.6953125,68014229.70833333
2024-10-31,67023.4765625,68221.3125,66847.2265625,67929.296875,67929.296875,58060096.79861111
2024-10-31,67922.671875,70212.265625,67535.1328125,69907.7578125,69907.7578125,134721724.5034722
2024-10-31,72335.046875,72662.3125,69590.5,70215.1875,70215.1875,141069139.1527778
2024-10-31,67617.078125,67912.2109375,66647.390625,67399.8359375,67399.8359375,113857286.49652778
2024-10-31,68364.1796875,69359.0078125,68105.71875,69001.703125,69001.703125,65888359.4375
2024-10-31,66653.703125,68798.9609375,66454.1015625,68161.0546875,68161.0546875,109077877.24652778
2024-10-31,62131.7265625,62508.8359375,60314.61328125,60582.1015625,60582.1015625,96079799.87152778
2024-10-31,62084.98828125,62959.5703125,61833.1484375,62818.953125,62818.953125,51306366.89930555
2024-10-31,62221.64453125,63174.3046875,61843.5625,62131.96875,62131.96875,97689149.85069445
2024-10-31,62819.109375,64443.70703125,62152.55078125,62236.66015625,62236.66015625,118935981.28472222
2024-11-30,93087.28125,94991.75,90770.8125,91985.3203125,91985.3203125,318251805.0520833
2024-11-30,76556.1875,76932.765625,75773.7890625,76778.8671875,76778.8671875,100727362.36458333
2024-11-30,92341.890625,94902.0234375,91619.5,94339.4921875,94339.4921875,249065820.9236111
2024-11-30,98033.4453125,98935.03125,92642.9140625,93102.296875,93102.296875,280935633.6458333
2024-11-30,91064.3671875,91763.9453125,90094.2265625,90558.4765625,90558.4765625,153934697.27083334
2024-11-30,94334.640625,99014.21875,94132.6015625,98504.7265625,98504.7265625,368140644.3819444
2024-11-30,97778.09375,98647.1796875,95788.078125,98013.8203125,98013.8203125,179555627.16319445
2024-11-30,75902.8359375,77252.75,75648.7421875,76545.4765625,76545.4765625,191586312.51041666
2024-11-30,69486.0234375,69867.3515625,69033.71875,69289.2734375,69289.2734375,63141014.20486111
2024-11-30,98496.4296875,99655.5,97222.6640625,98997.6640625,98997.6640625,272477710.2465278
2024-11-30,75637.0859375,76943.1171875,74480.421875,75904.859375,75904.859375,220373802.0451389
2024-11-30,95954.9453125,96650.203125,94677.3515625,95652.46875,95652.46875,181458362.0173611
2024-11-30,69296.3828125,69361.65625,67482.5234375,68741.1171875,68741.1171875,121070512.69097222
2024-11-30,90574.8828125,91765.21875,86682.8125,87250.4296875,87250.4296875,304224671.0
2024-11-30,69358.5,76460.15625,69322.03125,75639.078125,75639.078125,411780048.4826389
2024-11-30,68742.1328125,69433.1796875,66803.6484375,67811.5078125,67811.5078125,143002844.95833334
2024-11-30,67811.171875,70522.7890625,67458.8671875,69359.5625,69359.5625,159885031.95833334
2024-11-30,99006.7421875,99014.6796875,97232.890625,97777.28125,97777.28125,154217516.23958334
2024-11-30,87929.96875,93434.3515625,86256.9296875,90584.1640625,90584.1640625,429024402.3229167
2024-11-30,87284.1796875,91868.7421875,87124.8984375,91066.0078125,91066.0078125,271677463.6041667
2024-11-30,97468.8125,97499.34375,96144.21875,96449.0546875,96449.0546875,109841068.97916667
2024-11-30,70216.8984375,71559.015625,68779.703125,69482.46875,69482.46875,173575678.35069445
2024-11-30,90558.4609375,91433.0390625,88741.6640625,89845.8515625,89845.8515625,160938053.1423611
2024-11-30,89843.71875,92596.7890625,89393.59375,90542.640625,90542.640625,262276996.81944445
2024-11-30,95653.953125,98693.171875,95407.8828125,97461.5234375,97461.5234375,190863480.81944445
2024-11-30,90536.8125,94002.8671875,90426.984375,92343.7890625,92343.7890625,258753639.91319445
2024-11-30,80471.4140625,89604.5,80283.25,88701.484375,88701.484375,409607100.8229167
2024-11-30,88705.5625,89956.8828125,85155.109375,87955.8125,87955.8125,464143351.9965278
2024-11-30,76775.546875,81474.421875,76565.4296875,80474.1875,80474.1875,286703453.1076389
2024-11-30,91978.140625,97361.1796875,91778.6640625,95962.53125,95962.53125,246991154.2986111
2024-12-31,95099.390625,96416.2109375,92403.1328125,94686.2421875,94686.2421875,226524315.6909722
2024-12-31,101167.8046875,102524.9140625,99339.953125,100043.0,100043.0,250256887.2673611
2024-12-31,97441.234375,98270.15625,94321.2578125,96675.4296875,96675.4296875,363971460.5347222
2024-12-31,98675.9140625,99478.75,97593.46875,99299.1953125,99299.1953125,117015259.12847222
2024-12-31,97218.3203125,97360.265625,94202.1875,95104.9375,95104.9375,149819379.5625
2024-12-31,104293.578125,107780.578125,103322.984375,106029.71875,106029.71875,316043117.4166667
2024-12-31,94684.34375,99404.0625,93448.015625,98676.09375,98676.09375,163593589.14583334
2024-12-31,100070.6875,102748.1484375,95587.6796875,97490.953125,97490.953125,337575216.6388889
2024-12-31,98741.5390625,103900.46875,91998.78125,96593.5703125,96593.5703125,518121338.8194444
2024-12-31,95704.9765625,97294.84375,93310.7421875,94164.859375,94164.859375,182013661.6840278
2024-12-31,95174.0546875,95174.875,92881.7890625,93530.2265625,93530.2265625,102902379.39930555
2024-12-31,99297.6953125,99884.5703125,95137.8828125,95795.515625,95795.515625,163385350.2534722
2024-12-31,97756.1953125,99507.1015625,96426.5234375,97224.7265625,97224.7265625,179740744.0763889
2024-12-31,93527.1953125,94903.3203125,91317.1328125,92643.2109375,92643.2109375,195097235.03819445
2024-12-31,101373.53125,105047.5390625,101227.03125,104298.6953125,104298.6953125,177589979.6423611
2024-12-31,95854.59375,96297.203125,93629.5625,96002.1640625,96002.1640625,232874343.61458334
2024-12-31,92643.25,96090.6015625,91914.03125,93429.203125,93429.203125,151476065.42708334
2024-12-31,106147.296875,106470.609375,100041.5390625,100041.5390625,100041.5390625,325922417.1493056
2024-12-31,97074.2265625,102039.8828125,96514.875,99920.7109375,99920.7109375,328245738.3958333
2024-12-31,100046.6484375,101888.8046875,99233.28125,101459.2578125,101459.2578125,197551220.77430555
2024-12-31,94160.1875,95525.8984375,94014.2890625,95163.9296875,95163.9296875,83706375.6423611
2024-12-31,97484.6953125,98098.9140625,92175.1796875,97755.9296875,97755.9296875,366785011.8333333
2024-12-31,96656.0625,101913.359375,95747.2265625,101173.03125,101173.03125,296497951.1666667
2024-12-31,99916.7109375,100563.3828125,99030.8828125,99923.3359375,99923.3359375,153394135.0590278
2024-12-31,96461.3359375,97888.125,95770.1875,97279.7890625,97279.7890625,127051025.33333333
2024-12-31,101451.4375,102618.8828125,100634.0546875,101372.96875,101372.96875,140357530.53125
2024-12-31,97276.0078125,98152.6015625,94482.8671875,95865.3046875,95865.3046875,252363834.3923611
2024-12-31,101237.0625,101272.5078125,94355.9140625,97432.71875,97432.71875,384293312.1805556
2024-12-31,95988.53125,99207.328125,94660.5234375,98768.53125,98768.53125,268054920.5277778
2024-12-31,106030.6875,108268.4453125,105291.734375,106140.6015625,106140.6015625,238157516.9027778
2024-12-31,99921.9140625,101399.9921875,98771.515625,101236.015625,101236.015625,153214416.40625
2025-02-28,62941.42578125,64119.53125,62364.60546875,63192.9765625,63192.9765625,122142931.3263889
2025-02-28,58192.5078125,61316.08984375,57628.0703125,60308.5390625,60308.5390625,132206840.6875
2025-02-28,57343.171875,58534.359375,57330.1015625,58127.01171875,58127.01171875,117485097.0451389
2025-02-28,57020.09765625,58029.9765625,56419.4140625,57648.7109375,57648.7109375,100200105.92708333
2025-02-28,65792.1796875,66255.53125,65458.03515625,65887.6484375,65887.6484375,52929298.55555555
2025-02-28,57971.703125,58300.58203125,55712.453125,56160.48828125,56160.48828125,107744030.05555555
2025-02-28,63138.546875,65790.796875,62669.26953125,65181.01953125,65181.01953125,128031700.8576389
2025-02-28,64302.58984375,64804.50390625,62945.375,63143.14453125,63143.14453125,87077700.34722222
2025-02-28,57650.2890625,57991.3203125,55567.33984375,57343.171875,57343.171875,128642578.72222222
2025-02-28,63184.33984375,63543.359375,62783.10546875,63394.83984375,63394.83984375,50029917.43055555
2025-02-28,59185.2265625,59205.51171875,57501.33984375,58192.5078125,58192.5078125,111225076.78125
2025-02-28,65180.6640625,66480.6953125,64852.9921875,65790.6640625,65790.6640625,111315324.47569445
2025-02-28,60569.1171875,60656.72265625,59517.8828125,60005.12109375,60005.12109375,57043074.63888889
2025-02-28,53949.0859375,54838.14453125,53740.0703125,54139.6875,54139.6875,66185717.104166664
2025-02-28,54147.93359375,55300.859375,53653.7578125,54841.56640625,54841.56640625,63431553.927083336
2025-02-28,58130.32421875,60648.0234375,57650.11328125,60571.30078125,60571.30078125,112814334.56944445
2025-02-28,63643.1015625,64733.55859375,62628.078125,63329.80078125,63329.80078125,109028768.83680555
2025-02-28,60000.7265625,60381.91796875,58696.30859375,59182.8359375,59182.8359375,62920003.010416664
2025-02-28,65888.8984375,66069.34375,65450.015625,65635.3046875,65635.3046875,51347967.27430555
2025-02-28,63396.8046875,63993.421875,62440.7265625,63648.7109375,63648.7109375,70081072.22916667
2025-02-28,60309.0,61664.06640625,59218.25390625,61649.6796875,61649.6796875,142328829.4826389
2025-02-28,54851.88671875,58041.125,54598.43359375,57019.53515625,57019.53515625,120201722.82291667
2025-02-28,57430.34765625,58511.5703125,55673.1640625,57971.5390625,57971.5390625,123707223.30555555
2025-02-28,63326.83984375,64695.21484375,62737.41796875,64301.96875,64301.96875,103952552.92708333
2025-02-28,61651.15625,63872.44140625,61609.8671875,62940.45703125,62940.45703125,148299488.10069445
2025-02-28,56160.19140625,56976.109375,52598.69921875,53948.75390625,53948.75390625,171394769.3263889
2025-02-28,65634.65625,65635.0546875,62873.6171875,63329.5,63329.5,128864435.67708333
2025-02-28,59106.19140625,59815.05859375,57425.16796875,57431.0234375,57431.0234375,92593614.7673611
2025-03-31,68364.1796875,69359.0078125,68105.71875,69001.703125,69001.703125,65888359.4375
2025-03-31,67922.671875,70212.265625,67535.1328125,69907.7578125,69907.7578125,134721724.5034722
2025-03-31,62084.98828125,62959.5703125,61833.1484375,62818.953125,62818.953125,51306366.89930555
2025-03-31,72715.3671875,72905.296875,71411.734375,72339.5390625,72339.5390625,141134159.13541666
2025-03-31,67042.4609375,68375.2890625,66758.7265625,67612.71875,67612.71875,132622185.88194445
2025-03-31,66653.703125,68798.9609375,66454.1015625,68161.0546875,68161.0546875,109077877.24652778
2025-03-31,67360.703125,67801.578125,66581.3671875,67361.40625,67361.40625,110446085.2986111
2025-03-31,69910.046875,73577.2109375,69729.9140625,72720.4921875,72720.4921875,203270397.22916666
2025-03-31,67023.4765625,68221.3125,66847.2265625,67929.296875,67929.296875,58060096.79861111
2025-03-31,62819.109375,64443.70703125,62152.55078125,62236.66015625,62236.66015625,118935981.28472222
2025-03-31,63335.60546875,64110.98046875,60189.27734375,60837.0078125,60837.0078125,174378206.5972222
2025-03-31,66050.3671875,67881.6796875,64809.1953125,67041.109375,67041.109375,169666218.3298611
2025-03-31,67617.078125,67912.2109375,66647.390625,67399.8359375,67399.8359375,113857286.49652778
2025-03-31,68418.9765625,68668.0078125,68024.640625,68362.734375,68362.734375,50151034.402777776
2025-03-31,66628.734375,67317.921875,66360.59375,67014.6953125,67014.6953125,68014229.70833333
2025-03-31,68165.296875,68722.15625,65521.79296875,66642.4140625,66642.4140625,143993001.0625
2025-03-31,67419.109375,68969.75,67177.8203125,68418.7890625,68418.7890625,127976267.40972222
2025-03-31,69002.0,69462.734375,66829.8515625,67367.8515625,67367.8515625,130203513.125
2025-03-31,72335.046875,72662.3125,69590.5,70215.1875,70215.1875,141069139.1527778
2025-03-31,67362.375,67402.7421875,65188.03515625,66432.1953125,66432.1953125,112027709.55902778
2025-03-31,62221.64453125,63174.3046875,61843.5625,62131.96875,62131.96875,97689149.85069445
2025-03-31,60632.484375,61469.0390625,59878.8046875,60759.40234375,60759.40234375,125369608.6076389
2025-03-31,60275.4609375,63400.87109375,60046.125,62445.08984375,62445.08984375,105302574.97916667
2025-03-31,60754.625,62465.9921875,60459.94140625,62067.4765625,62067.4765625,102727335.11458333
2025-03-31,62067.609375,62371.0234375,61689.58203125,62089.94921875,62089.94921875,46199342.878472224
2025-03-31,62131.7265625,62508.8359375,60314.61328125,60582.1015625,60582.1015625,96079799.87152778
2025-03-31,60581.9296875,61236.72265625,58895.20703125,60274.5,60274.5,105738936.00694445
2025-03-31,62444.6171875,63448.78515625,62443.26953125,63193.0234375,63193.0234375,58139273.909722224
2025-03-31,60836.32421875,62357.6875,59996.94921875,60632.78515625,60632.78515625,141537230.5486111
2025-03-31,63192.9453125,63272.65234375,62035.63671875,62851.375,62851.375,63116422.534722224
2025-03-31,62848.3984375,66482.4921875,62442.15234375,66046.125,66046.125,151760271.0277778
2025-04-30,90536.8125,94002.8671875,90426.984375,92343.7890625,92343.7890625,258753639.91319445
2025-04-30,69296.3828125,69361.65625,67482.5234375,68741.1171875,68741.1171875,121070512.69097222
2025-04-30,91064.3671875,91763.9453125,90094.2265625,90558.4765625,90558.4765625,153934697.27083334
2025-04-30,98496.4296875,99655.5,97222.6640625,98997.6640625,98997.6640625,272477710.2465278
2025-04-30,76775.546875,81474.421875,76565.4296875,80474.1875,80474.1875,286703453.1076389
2025-04-30,95653.953125,98693.171875,95407.8828125,97461.5234375,97461.5234375,190863480.81944445
2025-04-30,69486.0234375,69867.3515625,69033.71875,69289.2734375,69289.2734375,63141014.20486111
2025-04-30,75637.0859375,76943.1171875,74480.421875,75904.859375,75904.859375,220373802.0451389
2025-04-30,93087.28125,94991.75,90770.8125,91985.3203125,91985.3203125,318251805.0520833
2025-04-30,91978.140625,97361.1796875,91778.6640625,95962.53125,95962.53125,246991154.2986111
2025-04-30,87284.1796875,91868.7421875,87124.8984375,91066.0078125,91066.0078125,271677463.6041667
2025-04-30,76556.1875,76932.765625,75773.7890625,76778.8671875,76778.8671875,100727362.36458333
2025-04-30,94334.640625,99014.21875,94132.6015625,98504.7265625,98504.7265625,368140644.3819444
2025-04-30,97778.09375,98647.1796875,95788.078125,98013.8203125,98013.8203125,179555627.16319445
2025-04-30,75902.8359375,77252.75,75648.7421875,76545.4765625,76545.4765625,191586312.51041666
2025-04-30,98033.4453125,98935.03125,92642.9140625,93102.296875,93102.296875,280935633.6458333
2025-04-30,92341.890625,94902.0234375,91619.5,94339.4921875,94339.4921875,249065820.9236111
2025-04-30,70216.8984375,71559.015625,68779.703125,69482.46875,69482.46875,173575678.35069445
2025-04-30,90574.8828125,91765.21875,86682.8125,87250.4296875,87250.4296875,304224671.0
2025-04-30,69358.5,76460.15625,69322.03125,75639.078125,75639.078125,411780048.4826389
2025-04-30,97468.8125,97499.34375,96144.21875,96449.0546875,96449.0546875,109841068.97916667
2025-04-30,88705.5625,89956.8828125,85155.109375,87955.8125,87955.8125,464143351.9965278
2025-04-30,68742.1328125,69433.1796875,66803.6484375,67811.5078125,67811.5078125,143002844.95833334
2025-04-30,90558.4609375,91433.0390625,88741.6640625,89845.8515625,89845.8515625,160938053.1423611
2025-04-30,95954.9453125,96650.203125,94677.3515625,95652.46875,95652.46875,181458362.0173611
2025-04-30,89843.71875,92596.7890625,89393.59375,90542.640625,90542.640625,262276996.81944445
2025-04-30,87929.96875,93434.3515625,86256.9296875,90584.1640625,90584.1640625,429024402.3229167
2025-04-30,99006.7421875,99014.6796875,97232.890625,97777.28125,97777.28125,154217516.23958334
2025-04-30,67811.171875,70522.7890625,67458.8671875,69359.5625,69359.5625,159885031.95833334
2025-04-30,80471.4140625,89604.5,80283.25,88701.484375,88701.484375,409607100.8229167
2025-05-31,95099.390625,96416.2109375,92403.1328125,94686.2421875,94686.2421875,226524315.6909722
2025-05-31,98741.5390625,103900.46875,91998.78125,96593.5703125,96593.5703125,518121338.8194444
2025-05-31,99916.7109375,100563.3828125,99030.8828125,99923.3359375,99923.3359375,153394135.0590278
2025-05-31,97276.0078125,98152.6015625,94482.8671875,95865.3046875,95865.3046875,252363834.3923611
2025-05-31,94684.34375,99404.0625,93448.015625,98676.09375,98676.09375,163593589.14583334
2025-05-31,104293.578125,107780.578125,103322.984375,106029.71875,106029.71875,316043117.4166667
2025-05-31,99297.6953125,99884.5703125,95137.8828125,95795.515625,95795.515625,163385350.2534722
2025-05-31,106030.6875,108268.4453125,105291.734375,106140.6015625,106140.6015625,238157516.9027778
2025-05-31,100070.6875,102748.1484375,95587.6796875,97490.953125,97490.953125,337575216.6388889
2025-05-31,97441.234375,98270.15625,94321.2578125,96675.4296875,96675.4296875,363971460.5347222
2025-05-31,100046.6484375,101888.8046875,99233.28125,101459.2578125,101459.2578125,197551220.77430555
2025-05-31,96656.0625,101913.359375,95747.2265625,101173.03125,101173.03125,296497951.1666667
2025-05-31,95988.53125,99207.328125,94660.5234375,98768.53125,98768.53125,268054920.5277778
2025-05-31,95174.0546875,95174.875,92881.7890625,93530.2265625,93530.2265625,102902379.39930555
2025-05-31,106147.296875,106470.609375,100041.5390625,100041.5390625,100041.5390625,325922417.1493056
2025-05-31,98675.9140625,99478.75,97593.46875,99299.1953125,99299.1953125,117015259.12847222
2025-05-31,101451.4375,102618.8828125,100634.0546875,101372.96875,101372.96875,140357530.53125
2025-05-31,99921.9140625,101399.9921875,98771.515625,101236.015625,101236.015625,153214416.40625
2025-05-31,97074.2265625,102039.8828125,96514.875,99920.7109375,99920.7109375,328245738.3958333
2025-05-31,93527.1953125,94903.3203125,91317.1328125,92643.2109375,92643.2109375,195097235.03819445
2025-05-31,96461.3359375,97888.125,95770.1875,97279.7890625,97279.7890625,127051025.33333333
2025-05-31,101373.53125,105047.5390625,101227.03125,104298.6953125,104298.6953125,177589979.6423611
2025-05-31,97218.3203125,97360.265625,94202.1875,95104.9375,95104.9375,149819379.5625
2025-05-31,92643.25,96090.6015625,91914.03125,93429.203125,93429.203125,151476065.42708334
2025-05-31,94160.1875,95525.8984375,94014.2890625,95163.9296875,95163.9296875,83706375.6423611
2025-05-31,97484.6953125,98098.9140625,92175.1796875,97755.9296875,97755.9296875,366785011.8333333
2025-05-31,101167.8046875,102524.9140625,99339.953125,100043.0,100043.0,250256887.2673611
2025-05-31,95704.9765625,97294.84375,93310.7421875,94164.859375,94164.859375,182013661.6840278
2025-05-31,97756.1953125,99507.1015625,96426.5234375,97224.7265625,97224.7265625,179740744.0763889
2025-05-31,95854.59375,96297.203125,93629.5625,96002.1640625,96002.1640625,232874343.61458334
2025-05-31,101237.0625,101272.5078125,94355.9140625,97432.71875,97432.71875,384293312.1805556
2025-07-31,65888.8984375,66069.34375,65450.015625,65635.3046875,65635.3046875,51347967.27430555
2025-07-31,56160.19140625,56976.109375,52598.69921875,53948.75390625,53948.75390625,171394769.3263889
2025-07-31,64302.58984375,64804.50390625,62945.375,63143.14453125,63143.14453125,87077700.34722222
2025-07-31,57343.171875,58534.359375,57330.1015625,58127.01171875,58127.01171875,117485097.0451389
2025-07-31,57430.34765625,58511.5703125,55673.1640625,57971.5390625,57971.5390625,123707223.30555555
2025-07-31,63643.1015625,64733.55859375,62628.078125,63329.80078125,63329.80078125,109028768.83680555
2025-07-31,63396.8046875,63993.421875,62440.7265625,63648.7109375,63648.7109375,70081072.22916667
2025-07-31,60569.1171875,60656.72265625,59517.8828125,60005.12109375,60005.12109375,57043074.63888889
2025-07-31,63184.33984375,63543.359375,62783.10546875,63394.83984375,63394.83984375,50029917.43055555
2025-07-31,65180.6640625,66480.6953125,64852.9921875,65790.6640625,65790.6640625,111315324.47569445
2025-07-31,54147.93359375,55300.859375,53653.7578125,54841.56640625,54841.56640625,63431553.927083336
2025-07-31,58192.5078125,61316.08984375,57628.0703125,60308.5390625,60308.5390625,132206840.6875
2025-07-31,57650.2890625,57991.3203125,55567.33984375,57343.171875,57343.171875,128642578.72222222
2025-07-31,57971.703125,58300.58203125,55712.453125,56160.48828125,56160.48828125,107744030.05555555
2025-07-31,65634.65625,65635.0546875,62873.6171875,63329.5,63329.5,128864435.67708333
2025-07-31,57020.09765625,58029.9765625,56419.4140625,57648.7109375,57648.7109375,100200105.92708333
2025-07-31,65792.1796875,66255.53125,65458.03515625,65887.6484375,65887.6484375,52929298.55555555
2025-07-31,63326.83984375,64695.21484375,62737.41796875,64301.96875,64301.96875,103952552.92708333
2025-07-31,53949.0859375,54838.14453125,53740.0703125,54139.6875,54139.6875,66185717.104166664
2025-07-31,60309.0,61664.06640625,59218.25390625,61649.6796875,61649.6796875,142328829.4826389
2025-07-31,59106.19140625,59815.05859375,57425.16796875,57431.0234375,57431.0234375,92593614.7673611
2025-07-31,60000.7265625,60381.91796875,58696.30859375,59182.8359375,59182.8359375,62920003.010416664
2025-07-31,63138.546875,65790.796875,62669.26953125,65181.01953125,65181.01953125,128031700.8576389
2025-07-31,59185.2265625,59205.51171875,57501.33984375,58192.5078125,58192.5078125,111225076.78125
2025-07-31,61651.15625,63872.44140625,61609.8671875,62940.45703125,62940.45703125,148299488.10069445
2025-07-31,54851.88671875,58041.125,54598.43359375,57019.53515625,57019.53515625,120201722.82291667
2025-07-31,58130.32421875,60648.0234375,57650.11328125,60571.30078125,60571.30078125,112814334.56944445
2025-07-31,62941.42578125,64119.53125,62364.60546875,63192.9765625,63192.9765625,122142931.3263889
2025-08-31,62067.609375,62371.0234375,61689.58203125,62089.94921875,62089.94921875,46199342.878472224
2025-08-31,67023.4765625,68221.3125,66847.2265625,67929.296875,67929.296875,58060096.79861111
2025-08-31,69002.0,69462.734375,66829.8515625,67367.8515625,67367.8515625,130203513.125
2025-08-31,60275.4609375,63400.87109375,60046.125,62445.08984375,62445.08984375,105302574.97916667
2025-08-31,62819.109375,64443.70703125,62152.55078125,62236.66015625,62236.66015625,118935981.28472222
2025-08-31,67922.671875,70212.265625,67535.1328125,69907.7578125,69907.7578125,134721724.5034722
2025-08-31,72715.3671875,72905.296875,71411.734375,72339.5390625,72339.5390625,141134159.13541666
2025-08-31,60754.625,62465.9921875,60459.94140625,62067.4765625,62067.4765625,102727335.11458333
2025-08-31,60581.9296875,61236.72265625,58895.20703125,60274.5,60274.5,105738936.00694445
2025-08-31,66628.734375,67317.921875,66360.59375,67014.6953125,67014.6953125,68014229.70833333
2025-08-31,62444.6171875,63448.78515625,62443.26953125,63193.0234375,63193.0234375,58139273.909722224
2025-08-31,69910.046875,73577.2109375,69729.9140625,72720.4921875,72720.4921875,203270397.22916666
2025-08-31,66653.703125,68798.9609375,66454.1015625,68161.0546875,68161.0546875,109077877.24652778
2025-08-31,67362.375,67402.7421875,65188.03515625,66432.1953125,66432.1953125,112027709.55902778
2025-08-31,67360.703125,67801.578125,66581.3671875,67361.40625,67361.40625,110446085.2986111
2025-08-31,68165.296875,68722.15625,65521.79296875,66642.4140625,66642.4140625,143993001.0625
2025-08-31,63192.9453125,63272.65234375,62035.63671875,62851.375,62851.375,63116422.534722224
2025-08-31,62131.7265625,62508.8359375,60314.61328125,60582.1015625,60582.1015625,96079799.87152778
2025-08-31,72335.046875,72662.3125,69590.5,70215.1875,70215.1875,141069139.1527778
2025-08-31,67419.109375,68969.75,67177.8203125,68418.7890625,68418.7890625,127976267.40972222
2025-08-31,60632.484375,61469.0390625,59878.8046875,60759.40234375,60759.40234375,125369608.6076389
2025-08-31,68418.9765625,68668.0078125,68024.640625,68362.734375,68362.734375,50151034.402777776
2025-08-31,62848.3984375,66482.4921875,62442.15234375,66046.125,66046.125,151760271.0277778
