Date,Adj Close,Close,High,Low,Open,Volume
2023-01-03,234.42356872558594,239.5800018310547,245.75,237.39999389648438,243.0800018310547,25740000
2023-01-04,224.1691436767578,229.10000610351562,232.8699951171875,225.9600067138672,232.27999877929688,50623400
2023-01-05,217.5252685546875,222.30999755859375,227.5500030517578,221.75999450683594,227.1999969482422,39585600
2023-01-06,220.08888244628906,224.92999267578125,225.75999450683594,219.35000610351562,223.0,43613600
2023-01-09,222.23175048828125,227.1199951171875,231.24000549316406,226.41000366210938,226.4499969482422,27369800
2023-01-10,223.92454528808594,228.85000610351562,231.30999755859375,227.3300018310547,227.75999450683594,27033900
2023-01-11,230.69558715820312,235.77000427246094,235.9499969482422,231.11000061035156,231.2899932861328,28669300
2023-01-12,233.3765869140625,238.509994506836,239.8999938964844,233.5599975585937,235.259994506836,27269500
2023-01-13,234.08108520507807,239.22999572753903,239.3699951171875,234.9199981689453,237.0,21333300
2023-01-17,235.177001953125,240.3500061035156,240.9100036621093,237.08999633789065,237.97000122070312,29831300
2023-01-18,230.7346954345703,235.8099975585937,242.3800048828125,235.5200042724609,241.57000732421875,30028700
2023-01-19,226.93820190429688,231.92999267578125,235.52000427246094,230.67999267578125,233.77999877929688,28623000
2023-01-20,235.04981994628906,240.22000122070312,240.74000549316406,234.50999450683594,234.86000061035156,35389800
2023-01-23,237.3590087890625,242.5800018310547,245.1699981689453,239.64999389648438,241.10000610351562,31934000
2023-01-24,236.83062744140625,242.0399932861328,243.9499969482422,240.44000244140625,242.5,40234400
2023-01-25,235.4314117431641,240.6100006103516,243.3000030517578,230.8999938964844,234.47999572753903,66526600
2023-01-26,242.66233825683594,248.0,248.30999755859375,242.0,243.64999389648438,33454500
2023-01-27,242.8189239501953,248.1600036621093,249.8300018310547,246.8300018310547,248.9900054931641,26498900
2023-01-30,237.48622131347656,242.7100067138672,245.60000610351562,242.1999969482422,244.50999450683594,25867400
2023-01-31,242.47645568847656,247.8099975585937,247.9499969482422,242.9499969482422,243.4499969482422,26541100
2023-02-01,247.31011962890625,252.75,255.17999267578125,245.47000122070312,248.0,31259900
2023-02-02,258.90509033203125,264.6000061035156,264.69000244140625,257.25,258.82000732421875,39940400
2023-02-03,252.7895965576172,258.3500061035156,264.20001220703125,257.1000061035156,259.5400085449219,29077300
2023-02-06,251.2436065673828,256.7699890136719,258.29998779296875,254.77999877929688,257.44000244140625,22518000
2023-02-07,261.8013610839844,267.5599975585937,268.7699890136719,260.0799865722656,260.5299987792969,50841400
2023-02-08,260.9892272949219,266.7300109863281,276.760009765625,266.2099914550781,273.20001220703125,54686000
2023-02-09,257.9461669921875,263.6199951171875,273.9800109863281,262.79998779296875,273.79998779296875,42375100
2023-02-10,257.4374084472656,263.1000061035156,264.0899963378906,260.6600036621094,261.5299987792969,25818500
2023-02-13,265.48052978515625,271.32000732421875,274.6000061035156,267.1499938964844,267.6400146484375,44630900
2023-02-14,266.3121643066406,272.1700134277344,274.9700012207031,269.2799987792969,272.6700134277344,37047900
2023-02-15,264.1835632324219,269.32000732421875,270.7300109863281,266.17999267578125,268.32000732421875,28922400
2023-02-16,257.1502990722656,262.1499938964844,266.739990234375,261.8999938964844,264.0199890136719,29603600
2023-02-17,253.1382293701172,258.05999755859375,260.0899963378906,256.0,259.3900146484375,30000100
2023-02-21,247.85110473632812,252.6699981689453,255.49000549316406,251.58999633789062,254.47999572753906,28397400
2023-02-22,246.71319580078125,251.509994506836,254.33999633789065,250.33999633789065,254.08999633789065,22491100
2023-02-23,249.91104125976562,254.77000427246094,256.8399963378906,250.47999572753906,255.55999755859375,29219100
2023-02-24,244.4668884277344,249.22000122070312,251.0,248.1000061035156,249.9600067138672,24990900
2023-02-27,245.3889617919922,250.16000366210938,252.82000732421875,249.38999938964844,252.4600067138672,21190000
2023-02-28,244.66307067871094,249.4199981689453,251.49000549316406,248.72999572753906,249.07000732421875,22491000
2023-03-01,241.57318115234375,246.27000427246094,250.92999267578125,245.7899932861328,250.75999450683594,27565300
2023-03-02,246.3208465576172,251.11000061035156,251.39999389648438,245.61000061035156,246.5500030517578,24808200
2023-03-03,250.4210968017578,255.2899932861328,255.6199951171875,251.38999938964844,252.19000244140625,30760100
2023-03-06,251.97097778320312,256.8699951171875,260.1199951171875,255.97999572753903,256.42999267578125,24109800
2023-03-07,249.3028564453125,254.1499938964844,257.69000244140625,253.38999938964844,256.29998779296875,21473200
2023-03-08,248.86143493652344,253.6999969482422,254.5399932861328,250.80999755859375,254.0399932861328,17340200
2023-03-09,247.50778198242188,252.32000732421875,259.5599975585937,251.5800018310547,255.82000732421875,26653400
2023-03-10,243.8488922119141,248.58999633789065,252.7899932861328,247.6000061035156,251.0800018310547,28333900
2023-03-13,249.07725524902344,253.9199981689453,257.9100036621094,245.72999572753903,247.3999938964844,33339700
